Titulo,Empresa,Local,Data,Categoria
Colaboradores para funções de Secretariado Departamento Técnico (m/f),"Base 2 Informática e Telecomunicações, LDA",Lisboa,12-9-2024,Administração / Secretariado
Mecânico Automóvel,MARKTIME LDA,Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Lacador - Pintura Eletrostática,TERMOLACAGEM C S LDA,Aveiro,12-9-2024,Indústria / Produção
NOCOS  Construção Lda  Está a reforçar a sua empresa para o departamento de produção.,Nocos,Lisboa,12-9-2024,Engenharia ( Civil )
Motorista de Serviço Comercial Zona Cascais - Sintra,"Little Bus, Lda",Lisboa,12-9-2024,Transportes / Logística
Design do Produto e/ou Interiores (Alvaiázere),MOBARQ MOVEIS LDA,Leiria,12-9-2024,Lojas / Comércio / Balcão
Aprendiz de Mecânico,BAJAZET - MAQUINAS & EQUIPAMENTOS SA,Porto,12-9-2024,Serviços Técnicos
Motorista (M/F),"LACTIBAR - LACTICINIOS DO SABUGAL, S.A.l",Guarda,12-9-2024,Transportes / Logística
Entrevistador(a) telefónico para realização de inquéritos,"Pitagorica, SA",Lisboa,12-9-2024,Call Center / Help Desk
Recrutamos - TELHEIRAS,"Just beautiful unipessoal, Lda",Lisboa,12-9-2024,Desporto / Ginásios
Estágio de Auxiliar de Educação,Bebé a Bordo - creche e pré-escolar,Setubal,12-9-2024,Educação / Formação
AJUDANTE DE AÇÃO DIRETA - P. Mós,CERCILEI,Leiria,12-9-2024,Serviços Sociais
Procuramos Assistente Financeiro (a),"Evervegan, Lda.",Lisboa,12-9-2024,Administração / Secretariado
Funcionária/o para Loja de material de belas artes e papelaria técnica no Chiado,"QUADRIMOVEL,LDA",Lisboa,12-9-2024,Lojas / Comércio / Balcão
Procura-se com Urgência Empregada de Limpeza,WINVICTA REAL ESTATE UNIPESSOAL LDA,Madeira,12-9-2024,Limpezas / Domésticas
Recrutamos Barbeiro com experiência - Matosinhos,Barbearia Fênix,Porto,12-9-2024,Beleza / Moda / Bem Estar
Pedreiro para Portalegre - Alentejo,Ricardo Pereira,Portalegre,12-9-2024,Construção Civil
Motorista de Turismo (m/f) - TourismForAll (Operador Turístico) - Sintra,"TourismForAll, Unipessoal, Lda",Lisboa,12-9-2024,Hotelaria / Turismo
Colaborador/a para Oficial de Pintura Automóvel,AUTO 2018 UNIPESSOAL LDA,Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Operador de limpeza urbana e florestal (m/f) para prestigiada empresa cliente em Meirinhas - Pombal.,"PAVÃO CURIOSO, UNI. LDA",Leiria,12-9-2024,Agricultura / Florestas / Pescas
Refª 12092024 - Técnico de Recolha e Receção de amostras - Área Alimentar,Eurofins Food testing Lisboa,Lisboa,12-9-2024,Farmácia / Biotecnologia
Copeiro M/F  - Portimão,Vitor's Plaza,Faro,12-9-2024,Hotelaria / Turismo
Psicólogo (a) Clínico(a) e Saúde,Liga Portuguesa Contra O Cancro - NRN,Bragança,12-9-2024,Saúde / Medicina / Enfermagem
Trabalhador polivalente - Construção civil,Casa Otimista,Lisboa,12-9-2024,Construção Civil
Rececionista (M/F),"Club 7, S.A.",Lisboa,12-9-2024,Lojas / Comércio / Balcão
CliniCuidados - Recruta Técnicos de Geriatria para Maia,Clinicuidados Apoio Domiciliário e Saúde,Porto,12-9-2024,Saúde / Medicina / Enfermagem
Treinadores/formadores de Golfe,"BRS - FORMACAO DESPORTIVA, UNIPESSOAL LDA",( Todas as Zonas ),12-9-2024,Educação / Formação
Técnico de Serviços Pest Control (m/f) - Algarve,Rentokil Initial Portugal,Faro,12-9-2024,Serviços Técnicos
Professor(a) titular de 1.º Ciclo,Externato São Cristóvão,Lisboa,12-9-2024,Educação / Formação
Engenheiro/a Eletrotécnico,SOUSA & GARCES LDA,Açores,12-9-2024,Engenharia ( Eletrotecnica )
We are hiring an Employee on O DOGA EXPRESS,EFEITALIADO UNIPESSOAL LDA,Vila Real,12-9-2024,Lojas / Comércio / Balcão
"Empresa líder no mercado, procura Supervisora Comercial para clínica na zona da Viseu",BodyConcept Guarda,Viseu,12-9-2024,Beleza / Moda / Bem Estar
Agente Funerário (M/F)  Amadora,"TRIUNFO, LDA",Lisboa,12-9-2024,Serviços Técnicos
Procuramos professor de PLE para colaboração freelance para o ano letivo 2024/25 (possibilidade de c,Faust,Faro,12-9-2024,Educação / Formação
Empregado de mesa,Ferreira & Nogueira,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Designer de Unhas,Bloom Studio,Porto,12-9-2024,Beleza / Moda / Bem Estar
Encarregado de Obra (M/F) - Lagoa,"Simão & Martins, Lda",Faro,12-9-2024,Construção Civil
Projeto University - Audiologista Lisboa,"Minisom, uma marca Amplifon",Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Serralheiro Civil,Fibrosport,Leiria,12-9-2024,Construção Civil
CHEFE DE TURNO CAFETARIA - LOJA PORTFOLIO LISBOA,"AREAS PORTUGAL, S.A.",Lisboa,12-9-2024,Lojas / Comércio / Balcão
Explicador Matemática/Português - Sala do Futuro (Lisboa),"Bioplus - Saúde e Educação, Lda",Lisboa,12-9-2024,Educação / Formação
Operadores de Logística - Barcelos/Famalicão,Grupo Celoplás,Braga,12-9-2024,Transportes / Logística
Cuidador/a Idosos - Alemanha,Qualis,Outros Locais - Estrangeiro,12-9-2024,Serviços Sociais
Assistente de Vendas - Mango Man Oeiras Parque - 40h,MANGONOR - COMERCIO DE VESTUARIO S A,Lisboa,12-9-2024,Lojas / Comércio / Balcão
Averiguadores de Acidentes Automóvel,Área da oferta: Peritagem e Averiguação Sinistros,( Todas as Zonas ),12-9-2024,Banca / Seguros / Serviços Financeiros
Psicólogo (a)  Centro de Apoio Familiar Aconselhamento Parental (CAFAP),CENTRO PAROQUIAL DO ESTORIL,Lisboa,12-9-2024,Serviços Sociais
Check-in of guests in tourist apartments (Lisboa),"Beco do Jasmim Unipessoal, Lda.",Lisboa,12-9-2024,Hotelaria / Turismo
Colaborador/a para área de Recursos Humanos & Contabilidade,AVELINO PORTELA RIBEIRO UNIPESSOAL LDA,Lisboa,12-9-2024,Gestão RH
Admitimos Serralheiro Civil (m/f) para a a zona de São Domingos de Rana,Tubos Vouga - Sistemas de Engenharia S.A.,Lisboa,12-9-2024,Construção Civil
Farmacêutico(a) para Farmácia no Alto do Lumiar,"FARMACIA ALTO DO LUMIAR, LDA",Lisboa,12-9-2024,Farmácia / Biotecnologia
Polidores de Peças Metalicas- Vila Nova de Famalicão,Ysium,Porto,12-9-2024,Indústria / Produção
Encarregado de construção - S. J. Madeira,COFRIMAGRELOS LDA,Aveiro,12-9-2024,Construção Civil
Precisa-se Fisioterapeuta,Centro Social e Paroquial de Angeja,Aveiro,12-9-2024,Saúde / Medicina / Enfermagem
Recrutamento Bartender,Marcio Costa,Braga,12-9-2024,Restauração / Bares / Pastelarias
Chefe de Turno Restaurante (m/f),Infoblue,Porto,12-9-2024,Restauração / Bares / Pastelarias
"Motorista TVDE (M/F): Full time , Viatura eléctrica *entrada imediata*",Joana Anjos Duarte Unipessoal Lda,Lisboa,12-9-2024,Transportes / Logística
Precisa-se Responsável de Cultivo Outdoor,MASTER MED LDA,Coimbra,12-9-2024,Agricultura / Florestas / Pescas
Técnico de Automação Industrial,"Fresave, Sociedade Mecânica Lda.",Braga,12-9-2024,Informática ( Programação )
Motorista transporte coletivo crianças (TCC),Clube dos Espertalhoes,Lisboa,12-9-2024,Transportes / Logística
Colaborador(a) com Viatura para Limpezas de Apartamentos em Alojamento Local,CL JR AI Lda,Lisboa,12-9-2024,Limpezas / Domésticas
Software Developer,01Talent,Lisboa,12-9-2024,Informática ( Formação )
Técnico de Produção de Produtos Alimentares,"Wild Nut Co, Unipessoal Lda",Faro,12-9-2024,Indústria / Produção
Operador de Embalamento/Packout 14H-23H(M/F) - Vialonga,CTDI Portugal,Lisboa,12-9-2024,Transportes / Logística
Cuidador/a Idosos - Alemanha,Qualis,Outros Locais - Estrangeiro,12-9-2024,Serviços Sociais
Técnica de Gestão de Recursos Humanos,"Fravizel, SA",Santarem,12-9-2024,Gestão RH
Auxiliar de Armazém (M/F) para zona de Abrantes,Ramos e Pereira,Santarem,12-9-2024,Transportes / Logística
Assistente Administrativo(a),EUROSPIRO II - VENTILACAO E AR CONDICIONADO LDA,Lisboa,12-9-2024,Administração / Secretariado
Administrativo (a)- SãoTeotónio,Pedro Costa-Instalações Electricas,Beja,12-9-2024,Administração / Secretariado
Assistente Administrativa/o,"Ecobie - Engenharia, Lda.",Leiria,12-9-2024,Administração / Secretariado
Engenheiro(a) Civil - Benavente,"SERVIRENT, LDA.",Santarem,12-9-2024,Engenharia ( Civil )
Medidor/Orçamentista Full Time_Contrato sem termo_Caminha,ILUSTRE PREDICADO LDA,Viana do Castelo,12-9-2024,Engenharia ( Civil )
Cozinheira Full Time - MONTIJO,MODESTALECRIM LDA,Setubal,12-9-2024,Restauração / Bares / Pastelarias
Barbeiro,Duos cabeleireiro e barbearia,Lisboa,12-9-2024,Beleza / Moda / Bem Estar
Chefe de Turno Restaurante (m/f),Infoblue,Porto,12-9-2024,Restauração / Bares / Pastelarias
Precisa-se Engenheiro Civil,797 MULTISERVICOS UNIPESSOAL LDA7,Lisboa,12-9-2024,Engenharia ( Civil )
Técnico de Manutenção,GRUPO ZENDAL,Viana do Castelo,12-9-2024,Engenharia ( Mecanica )
CHEFE DE SALA p/ Restaurante Sushi LISBOA,Sushi dos Sá Morais,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Professores/Explicadores Português,Os Pitágoras D'Atalaia,Lisboa,12-9-2024,Educação / Formação
Técnico(a) Construção Civil (Polivalente),PNPCONDOMÍNIOS,Aveiro,12-9-2024,Construção Civil
"Procura-se Educadora ou Educador, experiência em creche",Creche em Lisboa,Lisboa,12-9-2024,Educação / Formação
Funcionário/a cafeteria retail Park Alcantarilha,JPSC,Faro,12-9-2024,Hotelaria / Turismo
Engenheiro Eletrotécnico Paredes,QUADRINORTE - MONTAGEM DE QUADROS ELECTRICOS LDA,Porto,12-9-2024,Engenharia ( Eletrotecnica )
Professor(a) de Escola de Tecnologia e Programação para Crianças // Porto,SUCESSOS AOS PALMOS LDA,Porto,12-9-2024,Informática ( Programação )
Técnico/a de Qualidade Alimentar (Área Horto frutícola),"Masterfruits - Comércio de Frutas, Lda",Lisboa,12-9-2024,Agricultura / Florestas / Pescas
Motorista Ligeiros - Fornos de Algodres,LACTOCELEIRO  LDA,Guarda,12-9-2024,Transportes / Logística
Treinador Individual Futebol,Talent Individual Training,Braga,12-9-2024,Desporto / Ginásios
Director de Marketing & Ecommerce,ADN Agency,Braga,12-9-2024,Publicidade / Marketing
Funcionário (a) de Limpeza para Faro (Aeroporto) - Part - Time,"CRISTINA ARAÚJO & ARAÚJO, LDA",Faro,12-9-2024,Limpezas / Domésticas
Operador Corte - Têxtil Braga,Anónimo,Braga,12-9-2024,Indústria / Produção
Operadores de produção,"Seara, S.A",Braga,12-9-2024,Indústria / Produção
Assistente Administrativo(a),EUROSPIRO II - VENTILACAO E AR CONDICIONADO LDA,Lisboa,12-9-2024,Administração / Secretariado
Assistente Administrativa/o,"Ecobie - Engenharia, Lda.",Leiria,12-9-2024,Administração / Secretariado
INSTRUTOR DE SALA - Ginásio MaisGym,MaisGym,Porto,12-9-2024,Desporto / Ginásios
Cozinheiro/a 1ª para Espiche Campo de Golfe - Zona Lagos,"Espiche Campo de Golfe, S.A.",Faro,12-9-2024,Restauração / Bares / Pastelarias
Técnico de Contabilidade - Porto,GRUPOQ,Porto,12-9-2024,Contabilidade / Finanças
Funcionário/a cafeteria retail Park Alcantarilha,JPSC,Faro,12-9-2024,Hotelaria / Turismo
Estágio profissional em IPSS em Évora para Educador de Infância,ADBES,Evora,12-9-2024,Educação / Formação
Empregado de Balcão/ Mesas para restaurante em Canidelo - Vila Nova de Gaia,"Perspetiva Cativante, Lda",Porto,12-9-2024,Restauração / Bares / Pastelarias
Recruta-se Canalizador e Ajudante/Aprendiz,GITB,Braga,12-9-2024,Serviços Técnicos
Contabilidade/Fiscalidade/Gestao de RH,Mehrinvest,Porto,12-9-2024,Contabilidade / Finanças
Empregada de Andares - França - Cidadania Portuguesa Obrigatória (Recrutamento),BRISINTEMPORAL,Outros Locais - Estrangeiro,12-9-2024,Limpezas / Domésticas
Carpinteiros de Cofragem,VERTICAL PARTICULE LDA,Porto,12-9-2024,Construção Civil
Técnico de Manutenção (m/f) - S. João Madeira,ERT Têxtil Portugal,Porto,12-9-2024,Indústria / Produção
Hairstylist with experience,Sala Criativa,Lisboa,12-9-2024,Beleza / Moda / Bem Estar
Terapeuta de SPA em Braga,ALBERGONI NASCIMENTO UNIPESSOAL LDA,Braga,12-9-2024,Hotelaria / Turismo
Pedreiros 1ª - Construção Civil - Zona Seixal - Urgente,"Pedro Costa Freire, Construções, SA",Setubal,12-9-2024,Construção Civil
Tour Guide (M/F) - Inglês/Espanhol,Inside Tours,Lisboa,12-9-2024,Hotelaria / Turismo
"Procuramos Encarregado de 2ª/ Chefe de Equipa, para obra em Lisboa","METRICAL - ENGENHARIA, LDA.",Lisboa,12-9-2024,Construção Civil
Estágio para contabilidade,"SANJAM - SGPS, S.A.",Porto,12-9-2024,Contabilidade / Finanças
Audição Bailarinos(M/F) do Norte,Teatro Politeama,Porto,12-9-2024,Artes / Entretenimento / Media
Translator needed,Hire basis,( Todas as Zonas ),12-9-2024,Educação / Formação
Técnico de Manutenção,AlgarSoluções,Faro,12-9-2024,Serviços Técnicos
Tavira Oferta de Emprego ENTRADA IMEDIATA,MIKE & MENDONCA LIMITADA,Faro,12-9-2024,Restauração / Bares / Pastelarias
Doméstica em Bucelas,Décimas Cristalinas,Lisboa,12-9-2024,Limpezas / Domésticas
Ajudante de Ação Direta,APCC - Associação de Paralisia Cerebral de Coimbra,Coimbra,12-9-2024,Serviços Sociais
Empregada de Limpeza - BRAGA,CONCEITOS TRANQUILOS - LDA,Braga,12-9-2024,Limpezas / Domésticas
Operador de Loja_Marvila,Amaral & Filhos Distribuição SA,Lisboa,12-9-2024,Lojas / Comércio / Balcão
Consultoria de Marketing e Comunicação - Vila Nova de Gaia (M/F),ONNE,Porto,12-9-2024,Publicidade / Marketing
Assistente Administrativo (M/F),"Rita Alves, Miguel Mateus & Catarina Silva, Lda",Porto,12-9-2024,Administração / Secretariado
Enfermeiro(a) - Prevenção a Eventos,PRESTIGEHEALTH LDA,Bragança,12-9-2024,Saúde / Medicina / Enfermagem
Explicadores para Centro de Estudos em Almada - Inglês e Português,Dynamic Partner Consulting,Setubal,12-9-2024,Educação / Formação
CSBD procura docente de apoio para 1º CEB,Colégio Saint Daniel Brottier,Lisboa,12-9-2024,Educação / Formação
Specialist Maintenance Technician,CONTINENTAL MABOR - INDUSTRIA DE PNEUS S A,Braga,12-9-2024,Engenharia ( Mecanica )
Operador Produção Fornos de Algodres,LACTOCELEIRO  LDA,Guarda,12-9-2024,Indústria / Produção
Vigilante Escolar - Part-Time,Conservatório Regional do Algarve Maria Campina,Faro,12-9-2024,Serviços Técnicos
Empregada de Limpeza (M/F) - Turno Tarde,Hotel Faro,Faro,12-9-2024,Hotelaria / Turismo
Lojista para loja Zula Jewellry,Zula/ Portugal Artesanato,Lisboa,12-9-2024,Lojas / Comércio / Balcão
Operador de Loja_Marvila,Amaral & Filhos Distribuição SA,Lisboa,12-9-2024,Lojas / Comércio / Balcão
Programador de Informática,GADSA - ARQUIVO E DEPOSITO S A,Lisboa,12-9-2024,Informática ( Programação )
Cozinheiro(a)/ Empregado(a) de mesa para café/restaurante no centro de Famalicão,THE ADDRESS PALACE LDA,Braga,12-9-2024,Restauração / Bares / Pastelarias
Ortodontista,Santa Marta Saúde,Vila Real,12-9-2024,Saúde / Medicina / Enfermagem
BARREIRO - Motorista de pesados Camião + Reboque TIR / Categoria C1E,Sr. Bicho,Setubal,12-9-2024,Transportes / Logística
Engenheiro eletrotécnico  Energias Renováveis,Roteiro do Saber,Viana do Castelo,12-9-2024,Engenharia ( Eletrotecnica )
Empregado de Mesa Full-time,"Formúla Dispendiosa, Lda",Braga,12-9-2024,Restauração / Bares / Pastelarias
Empilhadorista (M/F) - Óbidos,Organização de Produtores,Leiria,12-9-2024,Indústria / Produção
Motorista pesados C+E - Ibérico,"Teclogistics,Lda",Lisboa,12-9-2024,Transportes / Logística
Montador de Andaimes - França M/F,SOVITRAT,Outros Locais - Estrangeiro,12-9-2024,Indústria / Produção
Montador de Andaimes - França M/F,SOVITRAT,Outros Locais - Estrangeiro,12-9-2024,Indústria / Produção
Web Project Manager,Site.pt,Aveiro,12-9-2024,Informática ( Programação )
Vaga para setor de pneus e peças,"Construtora Paulista, Lda",Aveiro,12-9-2024,Administração / Secretariado
Técnico Administrativo  (m/f),DMDN - GESTAO DE RESIDUOS UNIPESSOAL LDA,Porto,12-9-2024,Administração / Secretariado
Cabeleireiros/as e Manicure/Pedicure - Matosinhos/Leça da Palmeira,ARMINBASTIAN-Cabeleireiros,Porto,12-9-2024,Beleza / Moda / Bem Estar
Farmacêutico (m/f) - Farmácia Central da Bobadela,Farmácias Cuido,Lisboa,12-9-2024,Farmácia / Biotecnologia
Bate-chapa Automovel,Auto Leão da Estrela lda,Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Empregado de Bar/Restaurante (m/f) - ALCOBAÇA,Real Abadia Hotel,Leiria,12-9-2024,Restauração / Bares / Pastelarias
Medidor Orçamentista,"Engitraço, Lda",Lisboa,12-9-2024,Construção Civil
Bartender em Lisboa,AQUA ALCHEMY LDA,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Desenhador Projectista,"PROGITAPE, LDA",Lisboa,12-9-2024,Serviços Técnicos
Bartender cocktails,SALVADOR & SALVADOR LDA,Bragança,12-9-2024,Hotelaria / Turismo
Assistente de Gabinete Médico para Clínica Dentária - Portalegre - Estágio Profissional,"xSmile, Lda.",Portalegre,12-9-2024,Saúde / Medicina / Enfermagem
Vendedores de Ótica / Oculista (M/F) experiência na área,Fabrioptica,Lisboa,12-9-2024,Lojas / Comércio / Balcão
Operador Supervisor de Produção (m/f),"Maia & Borges, SA",Porto,12-9-2024,Indústria / Produção
Colaborador para garrafeira,Grainha:Bolhão,Porto,12-9-2024,Hotelaria / Turismo
Gestor Marketing Digital,Losango Mediação de Seguros Lda,Porto,12-9-2024,Publicidade / Marketing
Farmacêutico(a) para farmácia em Santo António dos Cavaleiros,FARMACIA CAVALEIROS,Lisboa,12-9-2024,Farmácia / Biotecnologia
Medidor Orçamentista (m/f),"REVIVIS, LDA",Porto,12-9-2024,Engenharia ( Civil )
Cabeleireiros/as - Maia e Ermesinde,ARMIN BASTIAN-Cabeleireiros,Porto,12-9-2024,Beleza / Moda / Bem Estar
Chefe de Equipa - Oeiras/Lisboa,W TIMING,Lisboa,12-9-2024,Construção Civil
Técnico no ramo de Serralharia,"Chaves do Areeiro, SA",Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Profissional na área da construção civil,JBALVES,Porto,12-9-2024,Construção Civil
Information Systems Consultant (M/F),Optimizer - Serviços e Consultadoria Informática,Porto,12-9-2024,Informática ( Gestão de Redes )
Engenheiro Civil,"LAIII - Lopes Associados, Engenheiros Consultores",Porto,12-9-2024,Engenharia ( Civil )
Orçamentista,Revteam,Lisboa,12-9-2024,Serviços Técnicos
Técnico(a) de Operações,"STET, S.A.",Lisboa,12-9-2024,Administração / Secretariado
Contabilista/Técnico de Contabilidade - Odivelas,"Execontabil, Lda",Lisboa,12-9-2024,Contabilidade / Finanças
Precisa-se de Empregado de Balcão com experiência para Padaria/Pastelaria no Porto (M/F),VIAEMPRESA LDA,Porto,12-9-2024,Restauração / Bares / Pastelarias
Gestor Marketing Digital,Losango Mediação de Seguros Lda,Porto,12-9-2024,Publicidade / Marketing
Motoristas de Pesados - C+E,"ENTRE-ZONAS - TRANSPORTES, LDA",Santarem,12-9-2024,Transportes / Logística
Desenhador (M/F),optimyzer,Lisboa,12-9-2024,Engenharia ( Civil )
Estamos a recrutar Cozinheiro/a,APPDA Coimbra,Coimbra,12-9-2024,Hotelaria / Turismo
Precisa-se professor / explicador para CATL em Rio de Mouro,CATL - A Tia Ana,Lisboa,12-9-2024,Educação / Formação
Sys Admin - Palmela,Dois BR Lda.,Setubal,12-9-2024,Informática ( Analise de Sistemas )
Churrasqueira Passarinho está a recrutar!,RAUL PASSARINHO UNIPESSOAL LDA,Leiria,12-9-2024,Restauração / Bares / Pastelarias
Estafeta para distribuição Zona de Cascais e Sintra,"ECO DESEMBARACADO,  UNIPESSOAL, LDA",Lisboa,12-9-2024,Transportes / Logística
Freelancers para separação de trapilho ( fardos de trapilho),"HOOOKED PORTUGAL, S.A.",Santarem,12-9-2024,Indústria / Produção
RECECIONISTA HOTEL (m/f),"Slow Travel - Turismo, Lda.",Aveiro,12-9-2024,Hotelaria / Turismo
Aprendiz / Ajudante,"Nível Integral, Lda",Porto,12-9-2024,Indústria / Produção
Rececionista ALC Dance Studios,"DMAES, Lda",Porto,12-9-2024,Administração / Secretariado
Técnico de Ar Condicionado Tavira,DIGIGÁS  LDA,Faro,12-9-2024,Conservação / Manutenção / Técnica
Cozinheiros de 2ª/1ª (m/f),GRUPO CAFEÍNA,Porto,12-9-2024,Restauração / Bares / Pastelarias
Cozinheira(o),Restaurante Costa Verde,Porto,12-9-2024,Restauração / Bares / Pastelarias
Manicure / Pedicure,David Trovão,Porto,12-9-2024,Beleza / Moda / Bem Estar
Precisa-se professor / explicador para CATL em Rio de Mouro,CATL - A Tia Ana,Lisboa,12-9-2024,Educação / Formação
Power BI Administrator (m/f/d)  Direct Contract  Lisbon/Hybrid,Psicotec Portugal Ltd,Lisboa,12-9-2024,Informática ( Programação )
Mecânico Automóveis Leiria,"Lubrigaz, SA",Leiria,12-9-2024,Conservação / Manutenção / Técnica
Empregado da Mesa ou Bar,GARE STORY LDA,Porto,12-9-2024,Restauração / Bares / Pastelarias
Motorista Pesados Fornos de Algodres,LACTOCELEIRO  LDA,Guarda,12-9-2024,Transportes / Logística
Ajudante de técnico de climatização para entrada imediata,EFICDUARTE LDA,Santarem,12-9-2024,Serviços Técnicos
Gestor de Seguros (m/f),Losango Mediação de Seguros Lda,Porto,12-9-2024,Banca / Seguros / Serviços Financeiros
Canalizador ou ajudante com experiência .,empresa gaudencio lda,Lisboa,12-9-2024,Construção Civil
Precisa-se Eng. Eletrotécnico M/F para Zona Centro ( Sistemas Fotovoltáicos e Energias Renováveis),RebeldeCircuito - Soc. Eng. e Com. lda,Coimbra,12-9-2024,Engenharia ( Eletrotecnica )
Técnico de Manutenção,TECNOLIS FABRICA PLASTICOS LDA,Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Colaborador/a Armazém Embalamento Faturação,"Brandspace, Lda",Coimbra,12-9-2024,Transportes / Logística
Professor de Guitarra - Porto (zona da Foz),"Sentido Extra, Educação e Serviços Lda",Porto,12-9-2024,Educação / Formação
Encarregado de Obra,"GRAUM - CONSTRUÇÃO, LDA.",Porto,12-9-2024,Construção Civil
Eng. Civil (m/f),ITECONS,Coimbra,12-9-2024,Engenharia ( Civil )
Técnico de montagens publicitárias e implementações com experiência,PEDRO CACAIS UNIPESSOAL LDA,Lisboa,12-9-2024,Publicidade / Marketing
"Three-lingual Receptionist (Portuguese, English and Russian)",LAGONDA LDA - Onepointspace,Lisboa,12-9-2024,Beleza / Moda / Bem Estar
PROFESSOR(A) ATL 1º CICLO ENSINO BÁSICO - Santarém,"Enfis, Ensino Lda",Santarem,12-9-2024,Educação / Formação
Fisioterapeuta para Clinica no Porto,"Clinica de Terapia Física, Lda",Porto,12-9-2024,Saúde / Medicina / Enfermagem
Estamos a Recrutar Técnico de Contabilidade (F/M),"Kalculogico, Lda",Lisboa,12-9-2024,Contabilidade / Finanças
Gestor (a ) de Condomínios,nfn,Leiria,12-9-2024,Administração / Secretariado
Operador/a Resíduos  Carregueira Parque do Relvão,"Stericycle, Lda",Santarem,12-9-2024,Indústria / Produção
Assistente Dentária,Clínica Dentária de Castro Verde,Faro,12-9-2024,Saúde / Medicina / Enfermagem
Secretário comercial (m/f),SLYou Service,Porto,12-9-2024,Administração / Secretariado
Escriturário - tesoureiro,Centro Social e Paroquial Nª Sra. da Ajuda,Lisboa,12-9-2024,Contabilidade / Finanças
Assistente Administrativo e Contabilidade,BEHIND LDA,Porto,12-9-2024,Administração / Secretariado
Project Assistant,"Revelagora, Lda",Porto,12-9-2024,Administração / Secretariado
Assistente Back Office LX,GRUPO SK,Lisboa,12-9-2024,Administração / Secretariado
Os Hotéis Sentido estão a recrutar Empregado de Mesa,Lucullumar,Madeira,12-9-2024,Hotelaria / Turismo
Trolha/Pedreiro,JBALVES,Porto,12-9-2024,Construção Civil
Instalador Técnico de Painel Solar,Maxactiva Soluções e Serviços Lda,Evora,12-9-2024,Serviços Técnicos
Professor/a   Improvisação e movimento / dança - para leccionar Curso básico teatro,SEC,Lisboa,12-9-2024,Educação / Formação
PROFESSOR(A) ATL 1º CICLO ENSINO BÁSICO - Santarém,"Enfis, Ensino Lda",Santarem,12-9-2024,Educação / Formação
Colaborador/a para montagem de elevadores,"Primelift Elevadores, lda",Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Assistente Dentária,Clínica Dentária de Castro Verde,Faro,12-9-2024,Saúde / Medicina / Enfermagem
Triagem de Resíduos - Operador de Armazém,"A.F. Carreto & Filhos, S.A.",Lisboa,12-9-2024,Transportes / Logística
Fiel de Armazém,Balanças Marques,Braga,12-9-2024,Transportes / Logística
Mecânico de Automóveis,"ASTARA PORTUGAL, UNIPESSOAL LDA.",Lisboa,12-9-2024,Serviços Técnicos
Mecatrónico Automóvel,FormulaFix,Lisboa,12-9-2024,Serviços Técnicos
Supervisor de manutenção - Lagoa,VILAS MARROCHA SOC,Faro,12-9-2024,Hotelaria / Turismo
Automation Engineer,RDTING - INGENIEROS PORTUGAL UNIPESSOAL LDA,Aveiro,12-9-2024,Engenharia ( Eletrotecnica )
Project Manager/Engenheiro Cívil (M/F) - Porto/Aveiro,BEWG (PT) S.A.,Aveiro,12-9-2024,Engenharia ( Civil )
Carpinteiro de Cofragem,RUBROMÍSTICO,Faro,12-9-2024,Construção Civil
Club Manager e Trainer - Brooklyn Fitboxing Carnide,"RM SPORT BOX 3000, LDA",Lisboa,12-9-2024,Desporto / Ginásios
Eletricista manutenção industrial,"FIXUP - ENGENHARIA, S.A.",Porto,12-9-2024,Conservação / Manutenção / Técnica
Técnico de Segurança e Saúde no Trabalho (M/F),"PLANETA-PLÁSTICOS,S.A.",Leiria,12-9-2024,Serviços Técnicos
Motorista de Pesados - Paredes,JOAQUIM SANTOS TOMAS E FILHOS LDA,Porto,12-9-2024,Transportes / Logística
Colaborador/a de limpezas (Part-Time) - Oliveira Do Douro,"Goon Services, Lda.",Porto,12-9-2024,Limpezas / Domésticas
Técnicos de Reparação de Telemóveis (com ou sem experiência),TAMET ELETRONICA S.A,Porto,12-9-2024,Indústria / Produção
Encanador y eletricista con experiencia,Servicios Certal sla,Viana do Castelo,12-9-2024,Serviços Técnicos
Tecnico AVAC - ALBUFEIRA,"The keepers, lda",Faro,12-9-2024,Conservação / Manutenção / Técnica
Técnico de Manutenção (M/F),IMPOCOLOR SA,Porto,12-9-2024,Conservação / Manutenção / Técnica
Enfermeiro(a) para Bélgica,Team Talent,Outros Locais - Estrangeiro,12-9-2024,Saúde / Medicina / Enfermagem
Engenheiro(a) Civil,Parques de Sintra Monte da Lua,Lisboa,12-9-2024,Engenharia ( Civil )
Pintor (a) automotivo,Move & Race Unip Lda,Lisboa,12-9-2024,Serviços Técnicos
Educador de Infância,Centro Social Paroquial de Carnide,Lisboa,12-9-2024,Educação / Formação
